token,count,rank
meinfrankfurt,20,18861
betrogener,20,18862
CAP,20,18863
Bauernfamilien,20,18864
CoronaTagebuch,20,18865
Reduktionsstrategie,20,18866
Wissenwasdrinist,20,18867
Haltungskennzeichnung,20,18868
mademyday,20,18869
EssenEinfachMachen,20,18870
Steuerflucht,20,18871
alerta,20,18872
Schuldembremse,20,18873
antifaschismus,20,18874
Abgabenordnung,20,18875
Hellersdorf,20,18876
Mietenwahnsinnstoppen,20,18877
Finanzkriminalitaet,20,18878
Vermoegenskonzentration,20,18879
ZAG,20,18880
Richtigstellung,19,18881
Bodensee,19,18882
Erneute,19,18883
Probe,19,18884
Kabinetts,19,18885
Einzelhaendler,19,18886
Mitschnitt,19,18887
Pleitewelle,19,18888
arrogante,19,18889
Hamburgs,19,18890
verschlaeft,19,18891
mutwillig,19,18892
auszusteigen,19,18893
Selbstinszenierung,19,18894
Raten,19,18895
Minderjaehrigen,19,18896
Umtriebe,19,18897
Berufsgruppen,19,18898
unkontrollierte,19,18899
Antidiskriminierungsgesetz,19,18900
Staatsfinanzen,19,18901
tapfer,19,18902
Naidoo,19,18903
untersagen,19,18904
bekraeftigt,19,18905
vorlaeufigen,19,18906
Feigenblatt,19,18907
einigt,19,18908
Thuerigen,19,18909
Schwimmbad,19,18910
ueberdies,19,18911
Gamerszene,19,18912
Camp,19,18913
Erdgas,19,18914
verkuendete,19,18915
Duldung,19,18916
Sachsenwahl,19,18917
Wahlergebnissen,19,18918
schaemt,19,18919
ermordete,19,18920
racism,19,18921
vdL,19,18922
SeaWatch,19,18923
geringste,19,18924
Alternativlosigkeit,19,18925
Freibrief,19,18926
Gesamtschule,19,18927
Burger,19,18928
Klimawahl,19,18929
FroheOstern,19,18930
Furchtbare,19,18931
Voelkern,19,18932
steuerfrei,19,18933
Alexanderplatz,19,18934
geeignetes,19,18935
Agitation,19,18936
Milieus,19,18937
Notwehr,19,18938
Urteilen,19,18939
Charlotte,19,18940
vollendet,19,18941
hysterischen,19,18942
Norm,19,18943
geaergert,19,18944
Elfenbeinturm,19,18945
Lacher,19,18946
Rundschau,19,18947
Alterssicherung,19,18948
erwecken,19,18949
aufzuraeumen,19,18950
Einlagensicherung,19,18951
Fehlentscheidungen,19,18952
sogenannter,19,18953
Hindernis,19,18954
vertraue,19,18955
Kanzlerwahl,19,18956
Korn,19,18957
gefaehrliches,19,18958
Altersfeststellung,19,18959
Millimeter,19,18960
Jugendlicher,19,18961
Tu,19,18962
regierenden,19,18963
formulierte,19,18964
erfolgten,19,18965
unterwerfen,19,18966
Imame,19,18967
Glaeubige,19,18968
politisiert,19,18969
Murmeltier,19,18970
Followerpower,19,18971
Joseph,19,18972
ChristiHimmelfahrt,19,18973
programmatisch,19,18974
terroristische,19,18975
NOCH,19,18976
Gottesdienste,19,18977
bedraengt,19,18978
Stecker,19,18979
Engel,19,18980
predigt,19,18981
patriotische,19,18982
sinnlosen,19,18983
Abschieben,19,18984
Geschwurbel,19,18985
Depression,19,18986
feinen,19,18987
Behoerdenleiter,19,18988
umbenennen,19,18989
Philosophen,19,18990
Sonderberater,19,18991
verdreifacht,19,18992
Gutmensch,19,18993
TagdesGrundgesetzes,19,18994
Chronologie,19,18995
anhalten,19,18996
Goebbels,19,18997
Mauermoerderpartei,19,18998
ThueringenWahl,19,18999
Niedrigloehne,19,19000
Sucht,19,19001
Hoffnungsschimmer,19,19002
Hochburg,19,19003
Noetigung,19,19004
Irrenhaus,19,19005
uebelste,19,19006
Schluesselindustrie,19,19007
Wegducken,19,19008
symptomatisch,19,19009
Urlauber,19,19010
Reagan,19,19011
Hollywood,19,19012
Bibel,19,19013
Kompensation,19,19014
Solidarisch,19,19015
schaedigen,19,19016
Progressive,19,19017
iPhone,19,19018
Abschlussbericht,19,19019
Rights,19,19020
reloaded,19,19021
Schafe,19,19022
gaga,19,19023
einknicken,19,19024
Manier,19,19025
Humanitaere,19,19026
ultimative,19,19027
Regenwald,19,19028
Juedisches,19,19029
irakische,19,19030
Schwarzfahrer,19,19031
Tief,19,19032
Guellner,19,19033
Balkan,19,19034
Brokkoli,19,19035
Erika,19,19036
getraeumt,19,19037
vernachlaessigen,19,19038
Zeitdruck,19,19039
unerwuenscht,19,19040
BrandenburgerTor,19,19041
erpressbar,19,19042
Ruecksichtnahme,19,19043
Vollgas,19,19044
miserablen,19,19045
schrumpfen,19,19046
bemerken,19,19047
unhoeflich,19,19048
Ausnahmesituation,19,19049
Macho,19,19050
Allianzen,19,19051
verunglimpfen,19,19052
titelt,19,19053
Gruess,19,19054
Kapitalmarkt,19,19055
Geschafft,19,19056
geflohen,19,19057
Vertrages,19,19058
Ole,19,19059
Reg,19,19060
beten,19,19061
wenns,19,19062
Oettinger,19,19063
Kompromissen,19,19064
Zeitenwende,19,19065
Unterschieden,19,19066
Protagonisten,19,19067
209,19,19068
weiblichen,19,19069
abenteuerlich,19,19070
ALS,19,19071
Urwahl,19,19072
erstellen,19,19073
schenkt,19,19074
einschlaegig,19,19075
guy,19,19076
Hinterzimmer,19,19077
demographischen,19,19078
Bundestagskollegen,19,19079
geflutet,19,19080
Ebert,19,19081
Gucken,19,19082
Fachkraft,19,19083
Pressekonferenzen,19,19084
Verantwortlichkeiten,19,19085
normales,19,19086
reihenweise,19,19087
abgenommen,19,19088
Sportler,19,19089
Konsolidierung,19,19090
Texas,19,19091
krisenfest,19,19092
toericht,19,19093
Neun,19,19094
Formulierungen,19,19095
Morgenpost,19,19096
Marianne,19,19097
agreement,19,19098
absenken,19,19099
auseinandergesetzt,19,19100
Finanzstabilitaet,19,19101
Praktiker,19,19102
Korrelation,19,19103
verschuldet,19,19104
Tippfehler,19,19105
Verfassungsschutzchef,19,19106
Renner,19,19107
Sascha,19,19108
Denunzianten,19,19109
Schaerfe,19,19110
Zynisch,19,19111
prepared,19,19112
boomt,19,19113
DRK,19,19114
Superspreader,19,19115
Funktionaeren,19,19116
Komplett,19,19117
Neiddebatte,19,19118
differenziertes,19,19119
Foreign,19,19120
homophoben,19,19121
praktizieren,19,19122
Merkmal,19,19123
Nirgends,19,19124
ruetteln,19,19125
Wildtieren,19,19126
anerkannten,19,19127
aufgetreten,19,19128
verschaerfte,19,19129
scheiterte,19,19130
alias,19,19131
Messerangriff,19,19132
Praktikant,19,19133
Champagner,19,19134
Verharmlosen,19,19135
Marine,19,19136
Almosen,19,19137
Fremden,19,19138
verbrecherischen,19,19139
toten,19,19140
Monarchie,19,19141
Tagesordnungspunkt,19,19142
Vorbildlich,19,19143
aufgestanden,19,19144
Wachstums,19,19145
verwaltet,19,19146
freitags,19,19147
Kolumbien,19,19148
spuert,19,19149
erlebte,19,19150
Tankstelle,19,19151
gigantisch,19,19152
Dreistigkeit,19,19153
Erfinder,19,19154
fehlerfrei,19,19155
Revision,19,19156
Zoff,19,19157
Lebenshaltungskosten,19,19158
herunter,19,19159
SA,19,19160
extremistischen,19,19161
Grazie,19,19162
Dubai,19,19163
gepasst,19,19164
AsylbrauchtGrenzen,19,19165
Buergschaften,19,19166
ausstatten,19,19167
pauschaler,19,19168
Microsoft,19,19169
gleichsetzen,19,19170
Dieselfahrverbot,19,19171
eroertern,19,19172
ungefragt,19,19173
Laengst,19,19174
beunruhigenden,19,19175
Rueckgabe,19,19176
benimmt,19,19177
Gastkommentar,19,19178
schlechteren,19,19179
ehren,19,19180
HambacherFest,19,19181
sicherheitspolitisch,19,19182
Pate,19,19183
unlogisch,19,19184
Pakete,19,19185
drittes,19,19186
geringeren,19,19187
reiches,19,19188
female,19,19189
Renaissance,19,19190
Abriss,19,19191
rechtspopulistischen,19,19192
Jahreswechsel,19,19193
CSUPT17,19,19194
Feindlichkeit,19,19195
hysterisch,19,19196
waehlten,19,19197
Barcelona,19,19198
einfordert,19,19199
Staatsrechtler,19,19200
Umgehung,19,19201
Diebstahl,19,19202
werter,19,19203
Unwissenheit,19,19204
ersichtlich,19,19205
Schach,19,19206
Joa,19,19207
Autoritaere,19,19208
Jahreszeit,19,19209
Gittern,19,19210
belaestigt,19,19211
Bundesverband,19,19212
drastischen,19,19213
fabuliert,19,19214
Teilweise,19,19215
A3,19,19216
stundenlang,19,19217
Draht,19,19218
jedesmal,19,19219
schwedische,19,19220
Hundert,19,19221
Kinderstube,19,19222
Hoeckes,19,19223
Freiheitsrechten,19,19224
Trickserei,19,19225
Bundesgeschaeftsfuehrer,19,19226
copy,19,19227
ueberlesen,19,19228
Startschuss,19,19229
Teller,19,19230
verwies,19,19231
Lag,19,19232
Gesundheitszustand,19,19233
Nachfolgerin,19,19234
Transsexuellen,19,19235
keins,19,19236
grobe,19,19237
Karrieren,19,19238
einstecken,19,19239
Amtsinhaber,19,19240
bruellen,19,19241
heulen,19,19242
Huhn,19,19243
herrlich,19,19244
buchen,19,19245
ehrlicherweise,19,19246
erheblicher,19,19247
Verdoppelung,19,19248
Beschuss,19,19249
komische,19,19250
kontroverse,19,19251
Doppel,19,19252
erhellend,19,19253
Auftraggeber,19,19254
ungestraft,19,19255
verlogene,19,19256
necessary,19,19257
schaerfen,19,19258
Boa,19,19259
Family,19,19260
Staerkste,19,19261
Freiheitskaempfer,19,19262
unproblematisch,19,19263
Erfurter,19,19264
Billiger,19,19265
Blickwinkel,19,19266
Klarnamen,19,19267
Diktat,19,19268
nahmen,19,19269
Ciao,19,19270
unhaltbar,19,19271
Enthaltungen,19,19272
bewerbe,19,19273
zivilgesellschaftlichen,19,19274
Schoenreden,19,19275
bekanntermassen,19,19276
Bekomme,19,19277
uswahl2020,19,19278
lustige,19,19279
unterlaesst,19,19280
Schuldzuweisungen,19,19281
1919,19,19282
leader,19,19283
everything,19,19284
children,19,19285
fear,19,19286
SEHR,19,19287
Fraglich,19,19288
Ley,19,19289
Fantasie,19,19290
Vorschrift,19,19291
Aktienkurs,19,19292
Wertung,19,19293
Daraufhin,19,19294
Important,19,19295
Dinner,19,19296
Kopenhagen,19,19297
Greece,19,19298
Spalter,19,19299
Giftanschlag,19,19300
Giftgas,19,19301
euro,19,19302
message,19,19303
gewaltfrei,19,19304
Roger,19,19305
Zusammenlebens,19,19306
prognostiziert,19,19307
Olympia,19,19308
fuehrend,19,19309
Abflug,19,19310
Franco,19,19311
technischer,19,19312
Symbolen,19,19313
Servus,19,19314
Vorlesetag,19,19315
Zombie,19,19316
Rekrutierung,19,19317
symbolische,19,19318
Blankoscheck,19,19319
noetiger,19,19320
Loesungsansaetze,19,19321
Hannah,19,19322
ausgeschoepft,19,19323
Steuergeschenke,19,19324
vorgegeben,19,19325
Gewand,19,19326
parteiuebergreifenden,19,19327
Vernuenftige,19,19328
Schmoelln,19,19329
WICHTIG,19,19330
BEST,19,19331
Merkelmiliz,19,19332
Fahrzeugen,19,19333
zurueckzutreten,19,19334
brandner,19,19335
stuendlich,19,19336
Ausschliesseritis,19,19337
repraesentative,19,19338
Groehe,19,19339
Schikanen,19,19340
zusammenhaengen,19,19341
subjektiv,19,19342
Bundestagsausschuss,19,19343
Personalmangel,19,19344
WG,19,19345
durchfuehrt,19,19346
Lamentierlindner,19,19347
personal,19,19348
Reisebranche,19,19349
Beitragszahler,19,19350
Sommerzeit,19,19351
spannen,19,19352
Muelheim,19,19353
Morales,19,19354
fridaysonfurniture,19,19355
Betriebs,19,19356
spiegelt,19,19357
Kinderwagen,19,19358
ForumRecht,19,19359
Metropolen,19,19360
belastbare,19,19361
Linden,19,19362
Nebel,19,19363
Trolls,19,19364
Bahnstrecke,19,19365
Unwetter,19,19366
kuehlen,19,19367
kocht,19,19368
rechtsradikaler,19,19369
Wissler,19,19370
Klimaaussenpolitik,19,19371
Einkuenfte,19,19372
WANN,19,19373
Songs,19,19374
Meisterbrief,19,19375
Ossi,19,19376
Laura,19,19377
pass,19,19378
Nowitschok,19,19379
toennies,19,19380
unangenehme,19,19381
Gesellschafter,19,19382
Welthandel,19,19383
Schaebig,19,19384
polizei,19,19385
Henkel,19,19386
warmes,19,19387
WIRsindmehr,19,19388
Arbeitsfaehigkeit,19,19389
vorgezogen,19,19390
gegenhalten,19,19391
Sondergipfel,19,19392
ziviler,19,19393
geschaetzte,19,19394
Jahrzehnts,19,19395
Erdoel,19,19396
Campus,19,19397
Sameach,19,19398
goal,19,19399
Leitentscheidung,19,19400
congratulations,19,19401
Development,19,19402
teamCDU,19,19403
impressive,19,19404
value,19,19405
model,19,19406
visit,19,19407
NoWaBo,19,19408
healthy,19,19409
Organspendeausweis,19,19410
Democratic,19,19411
diesjaehrige,19,19412
fruchtbare,19,19413
stationaeren,19,19414
Energiegeld,19,19415
ambitionierter,19,19416
rechtssicher,19,19417
individueller,19,19418
zusammenzufuehren,19,19419
Buchholz,19,19420
haeusliche,19,19421
Zutrauen,19,19422
inspirierend,19,19423
Haag,19,19424
starkesHessen,19,19425
Deines,19,19426
Hilfsangebote,19,19427
sides,19,19428
verjaehren,19,19429
Nudeln,19,19430
Ursprungstweet,19,19431
ESMA,19,19432
Branson,19,19433
Finanzholding,19,19434
Akteneinsicht,19,19435
Falschbehauptung,19,19436
Raendern,19,19437
festzulegen,19,19438
Kapitalismuskritik,19,19439
VI,19,19440
existenzielle,19,19441
polemisieren,19,19442
Sinnvoll,19,19443
death,19,19444
Ponyhof,19,19445
Rechtsgutachten,19,19446
entbindet,19,19447
Kampfdrohnen,19,19448
bundeswehr,19,19449
Fristverlaengerung,19,19450
Martina,19,19451
Sozialminister,19,19452
saarlaendische,19,19453
Paradigmenwechsel,19,19454
Gesamtkonzept,19,19455
verbrauchen,19,19456
Lukaschenkos,19,19457
Systemwettbewerb,19,19458
partner,19,19459
quite,19,19460
seen,19,19461
Trumpismus,19,19462
Innern,19,19463
KandidatenLounge,19,19464
allow,19,19465
Berechenbarkeit,19,19466
Ingwer,19,19467
id,19,19468
Mindestmass,19,19469
Optimist,19,19470
excellent,19,19471
ruecksichtslos,19,19472
ce,19,19473
ideas,19,19474
India,19,19475
city,19,19476
choice,19,19477
Hormus,19,19478
central,19,19479
talks,19,19480
Or,19,19481
Zollunion,19,19482
Fremdenfeindlichkeit,19,19483
Kolesnikowa,19,19484
report,19,19485
erschuetternde,19,19486
Vive,19,19487
schwierigsten,19,19488
voranzubringen,19,19489
Demonstrant,19,19490
Terminals,19,19491
Finanzaemter,19,19492
link,19,19493
congrats,19,19494
Buchvorstellung,19,19495
Alb,19,19496
FSJ,19,19497
Fleischkonsum,19,19498
Buechel,19,19499
moderate,19,19500
Geschaeftsgrundlage,19,19501
NO2,19,19502
EM2024,19,19503
Klimaschutzziel,19,19504
125,19,19505
ISS,19,19506
Umweltspur,19,19507
Ruettgers,19,19508
Quark,19,19509
VR,19,19510
Wandern,19,19511
meistert,19,19512
Manuskript,19,19513
Droge,19,19514
WeltAidsTag,19,19515
gravierend,19,19516
Klopp,19,19517
EqualPay,19,19518
Greenwashing,19,19519
potentiell,19,19520
likes,19,19521
Ammar,19,19522
Modellprojekte,19,19523
einbestellen,19,19524
Talentschulen,19,19525
Verbraucherinnen,19,19526
Duderstadt,19,19527
Gerhart,19,19528
Award,19,19529
Kerosin,19,19530
Wall,19,19531
Impftermin,19,19532
einheitlicher,19,19533
Finanzsystem,19,19534
Zentralbankgeld,19,19535
mW,19,19536
Garantierente,19,19537
hinkriegen,19,19538
Kostensteigerung,19,19539
Bazooka,19,19540
Baem,19,19541
hashtag,19,19542
cases,19,19543
UETD,19,19544
Anrechnung,19,19545
DemokratInnen,19,19546
Antarktis,19,19547
Kerngeschaeft,19,19548
Nachtzug,19,19549
IMK,19,19550
scandal,19,19551
Baerbel,19,19552
Chatgruppe,19,19553
umsteuern,19,19554
StoppDenHass,19,19555
betrogene,19,19556
Crime,19,19557
Armutsbericht,19,19558
betaeubungslosen,19,19559
TransRightsAreHumanRights,19,19560
Neoliberalen,19,19561
NeueLinkeMehrheiten,19,19562
Modernisierungsumlage,19,19563
SozialenWohnungsbau,19,19564
Tatbeute,19,19565
Kernaufgaben,18,19566
Stuehle,18,19567
ernuechternd,18,19568
Kollateralschaeden,18,19569
Latein,18,19570
selbsternannte,18,19571
Vordenker,18,19572
Entsprechend,18,19573
gefoerderte,18,19574
Massstaeben,18,19575
LockdownLight,18,19576
finalen,18,19577
pendeln,18,19578
Parteimitglieder,18,19579
verwirkt,18,19580
untergebracht,18,19581
linksextremistische,18,19582
durchzudruecken,18,19583
RECHTS,18,19584
Integrationspolitik,18,19585
maennlichen,18,19586
Migrations,18,19587
planwirtschaftlichen,18,19588
anzuschliessen,18,19589
desolaten,18,19590
Vorschub,18,19591
endgueltigen,18,19592
Ausmasse,18,19593
vermag,18,19594
ueberschreiten,18,19595
Hochmut,18,19596
einseitiger,18,19597
Psychiatrie,18,19598
sprachliche,18,19599
entgegensetzen,18,19600
Verbrechens,18,19601
Floskeln,18,19602
Diskurses,18,19603
Salafisten,18,19604
Patriot,18,19605
Goerlitzer,18,19606
Klimaschutzes,18,19607
Klick,18,19608
Kobolde,18,19609
Autofahren,18,19610
immense,18,19611
ltwsn19,18,19612
Gastfreundschaft,18,19613
220,18,19614
Verbleib,18,19615
Kapitaenin,18,19616
Gewahrsam,18,19617
entgegenzustellen,18,19618
waehrt,18,19619
Killer,18,19620
jahrzehntelange,18,19621
heuchlerisch,18,19622
satte,18,19623
schaerfer,18,19624
Target2,18,19625
Bezieher,18,19626
Informations,18,19627
unfassbarer,18,19628
verweigerte,18,19629
Dekadenz,18,19630
kaputten,18,19631
versenken,18,19632
parteipolitisch,18,19633
AachenerVertrag,18,19634
aufrichtiges,18,19635
Politbarometer,18,19636
erhobenen,18,19637
startete,18,19638
demonstrativ,18,19639
Belange,18,19640
Sperre,18,19641
srede,18,19642
verpruegeln,18,19643
Ceuta,18,19644
Langem,18,19645
streuen,18,19646
Sofortmassnahmen,18,19647
Millionaeren,18,19648
Schaetzungen,18,19649
Echter,18,19650
Fluechtlingsdeal,18,19651
GER,18,19652
ueberwaeltigende,18,19653
interner,18,19654
Entwicklungsminister,18,19655
schoenreden,18,19656
massenhafte,18,19657
TafelEssen,18,19658
Sozialstaates,18,19659
Wahlerfolg,18,19660
beantragte,18,19661
auszustatten,18,19662
afghanische,18,19663
Gewaehlt,18,19664
Schulleiter,18,19665
Strafverfolgungsbehoerden,18,19666
Kartenhaus,18,19667
weitestgehend,18,19668
katholisch,18,19669
Weihnachtsmaerkte,18,19670
Lagerfeld,18,19671
Dorn,18,19672
Emnid,18,19673
Angelika,18,19674
berechnen,18,19675
geriert,18,19676
kommunistischen,18,19677
Mehrzahl,18,19678
Erhaltung,18,19679
Handvoll,18,19680
340,18,19681
Kreislauf,18,19682
Sachpolitik,18,19683
Zwangsgebuehr,18,19684
Umlauf,18,19685
Verlogenheit,18,19686
Vorgestern,18,19687
Wahlfaelschung,18,19688
Karikatur,18,19689
wahlweise,18,19690
Jude,18,19691
Meier,18,19692
ACHTUNG,18,19693
Photo,18,19694
geduldig,18,19695
Nasenring,18,19696
letztere,18,19697
zuhauf,18,19698
Satzung,18,19699
operiert,18,19700
verstaatlichen,18,19701
Kassiererinnen,18,19702
Elan,18,19703
Eurorettung,18,19704
haftet,18,19705
offensichtliche,18,19706
Finally,18,19707
boykottiert,18,19708
Judaslohn,18,19709
Jawoll,18,19710
Versteht,18,19711
ungeborenen,18,19712
groteske,18,19713
humanitaerer,18,19714
bekommst,18,19715
Rechtsextremist,18,19716
Training,18,19717
Lifestyle,18,19718
Prophet,18,19719
wuerdelos,18,19720
Jesu,18,19721
beabsichtigt,18,19722
yes,18,19723
Saul,18,19724
schwedischen,18,19725
propagieren,18,19726
bescheinigt,18,19727
biologische,18,19728
Versteher,18,19729
abfeiern,18,19730
kreativen,18,19731
diesbezueglich,18,19732
Pensionen,18,19733
Garantiert,18,19734
Aussteiger,18,19735
Auslaendermaut,18,19736
Praktikanten,18,19737
jammert,18,19738
ruehrt,18,19739
Rueckweg,18,19740
kommentiere,18,19741
Ueberweisung,18,19742
Aktivismus,18,19743
game,18,19744
ablaeuft,18,19745
Eigenkapital,18,19746
Tilgung,18,19747
sanktionieren,18,19748
pfeift,18,19749
Montagabend,18,19750
heran,18,19751
Enteignen,18,19752
Glaeubiger,18,19753
Doppelt,18,19754
Haertefall,18,19755
homosexuelle,18,19756
Blockwarte,18,19757
sonntags,18,19758
backen,18,19759
Chor,18,19760
nuechterne,18,19761
Skrupel,18,19762
Steuerwettbewerb,18,19763
Studentin,18,19764
mies,18,19765
Sitzungstag,18,19766
JungeUnion,18,19767
Tempel,18,19768
Helgoland,18,19769
weitermacht,18,19770
saufen,18,19771
durchschnittliche,18,19772
mauerfall30,18,19773
gefuehlte,18,19774
Binnen,18,19775
Genderwahn,18,19776
mutiert,18,19777
Handelt,18,19778
Intellektuellen,18,19779
warb,18,19780
Lebenden,18,19781
toleranten,18,19782
135,18,19783
tagelang,18,19784
glatte,18,19785
Zitaten,18,19786
Hochrechnung,18,19787
Schrank,18,19788
Zuckerfest,18,19789
Parteikollegen,18,19790
Insassen,18,19791
auseinandersetzt,18,19792
Diskussionsrunde,18,19793
verdichten,18,19794
Vorgaengerin,18,19795
Nachbarland,18,19796
Ergebnisses,18,19797
temporaer,18,19798
gefaelscht,18,19799
religioeser,18,19800
Liefers,18,19801
ZDFmediathek,18,19802
eingeschuechtert,18,19803
Krisenpolitik,18,19804
Klaeger,18,19805
Besonderes,18,19806
Christus,18,19807
Schlachthof,18,19808
Kriegseinsaetze,18,19809
Fluegels,18,19810
Schnapsidee,18,19811
verzweifeln,18,19812
ueberzogene,18,19813
Schuloeffnung,18,19814
Fleischhauer,18,19815
scheisse,18,19816
Stereotype,18,19817
aermeren,18,19818
gebilligt,18,19819
Drive,18,19820
fuehrender,18,19821
verstummen,18,19822
GAU,18,19823
merkwuerdigen,18,19824
Denkfehler,18,19825
etabliert,18,19826
gegoennt,18,19827
diplomatisch,18,19828
simple,18,19829
beschneiden,18,19830
qualifizierten,18,19831
Geschichtsunterricht,18,19832
Ministerinnen,18,19833
gepackt,18,19834
dienstliche,18,19835
Radikal,18,19836
zusammenzuarbeiten,18,19837
Traenengas,18,19838
einschlagen,18,19839
veraltet,18,19840
Oberverwaltungsgericht,18,19841
Grossfamilien,18,19842
Schub,18,19843
verteufeln,18,19844
wunderschoene,18,19845
verwandeln,18,19846
Befehl,18,19847
Pullover,18,19848
auszugleichen,18,19849
anhaltende,18,19850
Gipfels,18,19851
besinnen,18,19852
nettes,18,19853
Only,18,19854
abgebildet,18,19855
Michigan,18,19856
Order,18,19857
Floyd,18,19858
Verfassungsrichterin,18,19859
systemrelevanten,18,19860
Beduerftige,18,19861
Verharmloser,18,19862
Regal,18,19863
Ernte,18,19864
Geschichtsbuch,18,19865
unumgaenglich,18,19866
reagierte,18,19867
Terroranschlags,18,19868
rechtsextremes,18,19869
Regierungswechsel,18,19870
Regelfall,18,19871
versehentlich,18,19872
verrueckter,18,19873
Henning,18,19874
Altkanzler,18,19875
Verkuerzung,18,19876
Theoretisch,18,19877
FroheWeihnachten,18,19878
Mainzer,18,19879
Adorno,18,19880
Steimle,18,19881
regierungsfaehig,18,19882
Naturschutzgebiet,18,19883
Fehmarnbelt,18,19884
empfunden,18,19885
Ins,18,19886
Heim,18,19887
Umweltbundesamt,18,19888
Bachelor,18,19889
Pistorius,18,19890
Kinderchor,18,19891
erkrankte,18,19892
Pankower,18,19893
Mehrfach,18,19894
obszoen,18,19895
Stromkosten,18,19896
abschrecken,18,19897
Think,18,19898
Einleitung,18,19899
verantwortungsbewusst,18,19900
strategisches,18,19901
Bigotterie,18,19902
Kritisieren,18,19903
faellen,18,19904
effektivste,18,19905
Geschwister,18,19906
Projektgruppe,18,19907
230,18,19908
Harburg,18,19909
Letztere,18,19910
Hausfrau,18,19911
Frauenbewegung,18,19912
befaehigt,18,19913
zutraut,18,19914
dreckige,18,19915
humanitaer,18,19916
Thailand,18,19917
ruesten,18,19918
Plastiktueten,18,19919
schweigenbrechen,18,19920
bindet,18,19921
spontane,18,19922
Richtlinien,18,19923
hinbekommt,18,19924
ots,18,19925
Promille,18,19926
bono,18,19927
Summit,18,19928
einigermassen,18,19929
Perfekt,18,19930
liege,18,19931
contra,18,19932
kollektive,18,19933
bedauern,18,19934
gleichfalls,18,19935
bedraengen,18,19936
Jahresempfang,18,19937
erklaerbar,18,19938
Billige,18,19939
Schmid,18,19940
ticken,18,19941
entgegenwirken,18,19942
Jugoslawien,18,19943
EUdSSR,18,19944
abspricht,18,19945
each,18,19946
daemliche,18,19947
Traeumen,18,19948
legitimierte,18,19949
Totaler,18,19950
Katholische,18,19951
Kuehlschrank,18,19952
PN,18,19953
froehliche,18,19954
Erfindergeist,18,19955
ausgewertet,18,19956
Armer,18,19957
Osterhasen,18,19958
Get,18,19959
Merkwuerdig,18,19960
trugen,18,19961
Netzpolitik,18,19962
Verfuegbarkeit,18,19963
Wendler,18,19964
Ewigkeit,18,19965
verschont,18,19966
Haeftlinge,18,19967
Friedmann,18,19968
Umfaller,18,19969
Anleitung,18,19970
Leier,18,19971
Brust,18,19972
Personalien,18,19973
gezeichnet,18,19974
entspannter,18,19975
nachhaken,18,19976
Austritte,18,19977
White,18,19978
gegebenenfalls,18,19979
verkraften,18,19980
Kontaktverbot,18,19981
age,18,19982
Feuerwehren,18,19983
Energy,18,19984
Machtmissbrauch,18,19985
Geniessen,18,19986
Ordner,18,19987
hoehlt,18,19988
Ofen,18,19989
blamieren,18,19990
Gamer,18,19991
WKA,18,19992
angespannten,18,19993
Bsirske,18,19994
Zero,18,19995
Flecken,18,19996
vorlaeufig,18,19997
Medienkompetenz,18,19998
Reichsbuergern,18,19999
Kirchensteuer,18,20000
Nachsicht,18,20001
Full,18,20002
Staatsbankett,18,20003
Pfeife,18,20004
klaut,18,20005
grenzen,18,20006
unterhalb,18,20007
Muentefering,18,20008
Spott,18,20009
eingeht,18,20010
zurueckzunehmen,18,20011
Angeklagten,18,20012
Angekommen,18,20013
Zusammenhalts,18,20014
schwerwiegenden,18,20015
Vernehmungen,18,20016
Geheimniskraemerei,18,20017
Vors,18,20018
Grillen,18,20019
poste,18,20020
Vertreterin,18,20021
tote,18,20022
andauernde,18,20023
Verdrehung,18,20024
Naturkatastrophe,18,20025
Julis,18,20026
praeziser,18,20027
abstrakt,18,20028
autoritaer,18,20029
Arbeitern,18,20030
Sofern,18,20031
verschonen,18,20032
Beschuldigte,18,20033
Serioes,18,20034
Gegenfrage,18,20035
ungewollt,18,20036
Depp,18,20037
BidenHarris2020,18,20038
taktisch,18,20039
watching,18,20040
unbenommen,18,20041
Prohibition,18,20042
Zuwendung,18,20043
Praeferenz,18,20044
Sexuelle,18,20045
Opel,18,20046
Willi,18,20047
Anreizen,18,20048
Woidke,18,20049
Deckung,18,20050
erkennbare,18,20051
geordnete,18,20052
ueberfuehren,18,20053
Erfolgreiche,18,20054
vergangen,18,20055
Wirsindmehr,18,20056
chemnitz,18,20057
Groenland,18,20058
Anzeichen,18,20059
bat,18,20060
gefluechtet,18,20061
Inauguration,18,20062
Oeffnen,18,20063
con,18,20064
ueberwiesen,18,20065
Preises,18,20066
erwaegen,18,20067
FreeAssangeNOW,18,20068
conditions,18,20069
rausgehauen,18,20070
hold,18,20071
line,18,20072
While,18,20073
wrote,18,20074
tweets,18,20075
YOU,18,20076
helft,18,20077
Lebensrealitaet,18,20078
diplomatischen,18,20079
Quellenschutz,18,20080
EuropeUnited,18,20081
Geheimdienstes,18,20082
dynamische,18,20083
Haltungen,18,20084
ersteres,18,20085
yourself,18,20086
Feel,18,20087
riskant,18,20088
kleinem,18,20089
play,18,20090
hand,18,20091
fckafd,18,20092
Mandela,18,20093
regierten,18,20094
getting,18,20095
Maechte,18,20096
gleichzeitiger,18,20097
Jana,18,20098
geopolitische,18,20099
Pluralitaet,18,20100
Repraesentation,18,20101
