token,count,rank
Guete,145,4004
Verbraucherschutz,145,4005
kuendigt,144,4006
agiert,144,4007
Winfried,144,4008
Sohn,144,4009
dienen,144,4010
Mehrwertsteuer,144,4011
Norbert,144,4012
Wechsel,144,4013
hinterher,144,4014
Alten,144,4015
gesorgt,144,4016
Empoerung,144,4017
65,144,4018
aufgefordert,144,4019
Anzeige,144,4020
Gruender,144,4021
moeglicherweise,144,4022
Pflegenotstand,144,4023
Systeme,144,4024
Privatisierung,144,4025
Einheitsmedien,144,4026
verharmlosen,143,4027
ersetzt,143,4028
dient,143,4029
fliegen,143,4030
reine,143,4031
buergerliche,143,4032
Moerder,143,4033
Stopp,143,4034
moegen,143,4035
wichtigste,143,4036
wolle,143,4037
Infektionen,143,4038
erstes,143,4039
Ausnahmen,143,4040
MV,143,4041
erarbeitet,143,4042
groessere,143,4043
saubere,143,4044
gewuenscht,143,4045
gemeinsames,143,4046
angehen,143,4047
Sondierung,143,4048
Abruestung,143,4049
Exakt,143,4050
gratuliere,142,4051
zunehmend,142,4052
Steuergelder,142,4053
Beobachtung,142,4054
Konservative,142,4055
wachsen,142,4056
schlechten,142,4057
Bedenken,142,4058
Istanbul,142,4059
niemandem,142,4060
Volker,142,4061
Stream,142,4062
Milliardaere,142,4063
Feminismus,142,4064
Erkenntnis,142,4065
Ansicht,142,4066
tagt,142,4067
Kahane,142,4068
That,142,4069
vorlegen,142,4070
Neonazi,142,4071
been,142,4072
bdk18,142,4073
faktisch,141,4074
sachliche,141,4075
Bundespolizei,141,4076
selben,141,4077
fuehlt,141,4078
Sicherheitspolitik,141,4079
gewaehlten,141,4080
Handwerk,141,4081
fehlende,141,4082
Bad,141,4083
individuelle,141,4084
privat,141,4085
vernuenftige,141,4086
verantworten,141,4087
widerspricht,141,4088
Regierungsbefragung,141,4089
konservative,141,4090
besonderen,141,4091
geboren,141,4092
Nr,141,4093
Menschenwuerde,141,4094
kurze,141,4095
Arme,141,4096
2011,141,4097
Abbau,141,4098
Jedenfalls,141,4099
Parlamenten,141,4100
Windenergie,141,4101
Inklusion,141,4102
Arbeiten,141,4103
weltoffene,141,4104
Rechtsradikalen,141,4105
Hut,140,4106
Lassen,140,4107
abgeschoben,140,4108
geschickt,140,4109
Gesundheitswesen,140,4110
interessante,140,4111
setze,140,4112
mutigen,140,4113
einfacher,140,4114
gelaufen,140,4115
widerlich,140,4116
Sozialpolitik,140,4117
than,140,4118
Pkw,140,4119
Agrar,140,4120
Maerchen,139,4121
unverhaeltnismaessig,139,4122
zufrieden,139,4123
Aufschrei,139,4124
Frauenquote,139,4125
verharmlost,139,4126
eingefuehrt,139,4127
ausschliessen,139,4128
beobachten,139,4129
Jungen,139,4130
belegen,139,4131
Vortrag,139,4132
2000,139,4133
Pakt,139,4134
Drogen,139,4135
durchzusetzen,139,4136
gegruendet,139,4137
Befreiung,139,4138
Frauentag,139,4139
CDUCSU,139,4140
NPD,139,4141
wagen,139,4142
verwendet,139,4143
Palmer,139,4144
musst,139,4145
afdwirkt,139,4146
Verteilung,139,4147
geplanten,139,4148
Einmal,138,4149
beitragen,138,4150
Unterricht,138,4151
Entschaedigung,138,4152
geoeffnet,138,4153
schweigt,138,4154
Grosser,138,4155
Daenemark,138,4156
hunderte,138,4157
spaltet,138,4158
langen,138,4159
Drittel,138,4160
Ebenen,138,4161
europ,138,4162
Eroeffnung,138,4163
Etwas,138,4164
kuemmert,138,4165
wirksame,138,4166
Alice,138,4167
gestrichen,138,4168
Heisst,138,4169
Guttenberg,138,4170
Holstein,138,4171
Bundesparteitag,138,4172
wenden,138,4173
klasse,138,4174
Offenheit,138,4175
first,138,4176
get,138,4177
niewiederSozialismus,138,4178
Gesundheitsschutz,138,4179
Nahen,137,4180
gesetzlich,137,4181
Fachkraefte,137,4182
RKI,137,4183
Goerlitz,137,4184
doppelt,137,4185
ankommt,137,4186
Great,137,4187
Regelungen,137,4188
best,137,4189
jenseits,137,4190
Ankuendigungen,137,4191
einzusetzen,137,4192
Belastung,137,4193
teils,137,4194
ausdenken,137,4195
Fakenews,137,4196
debattiert,137,4197
guenstiger,137,4198
Hammelsprung,137,4199
Videos,137,4200
Miteinander,137,4201
vernuenftig,137,4202
Wahlergebnis,137,4203
beweisen,137,4204
oefter,137,4205
verbessert,137,4206
genannten,137,4207
egypten,137,4208
beeindruckt,137,4209
starker,136,4210
Doppelmoral,136,4211
ausgehen,136,4212
schuldig,136,4213
Argumenten,136,4214
Diplomatie,136,4215
hierzulande,136,4216
Kurden,136,4217
Salvini,136,4218
Zuwanderung,136,4219
geboten,136,4220
Luege,136,4221
eingestellt,136,4222
hinten,136,4223
rettet,136,4224
b2908,136,4225
Bravo,136,4226
Detail,136,4227
09,136,4228
Suedafrika,136,4229
Grossartig,136,4230
NieWieder,136,4231
Konzernen,136,4232
Thx,136,4233
HDP,136,4234
Reaktionen,135,4235
Fehlanzeige,135,4236
Dessau,135,4237
Euren,135,4238
Media,135,4239
Wahrscheinlich,135,4240
Redner,135,4241
Tut,135,4242
weh,135,4243
Dagegen,135,4244
Kassel,135,4245
Ausgabe,135,4246
bezahlbare,135,4247
Menschheit,135,4248
Zeigt,135,4249
Lukaschenko,135,4250
Kolleg,135,4251
vereinbart,135,4252
angenommen,134,4253
eintreten,134,4254
Fahrt,134,4255
unterschiedlichen,134,4256
Verbesserungen,134,4257
agieren,134,4258
Spannende,134,4259
wahre,134,4260
Entweder,134,4261
Naechste,134,4262
oeff,134,4263
staatlich,134,4264
fuerchte,134,4265
Ausser,134,4266
Befragung,134,4267
debattieren,134,4268
Zumal,134,4269
MdBs,134,4270
einheitliche,134,4271
lauter,133,4272
halbe,133,4273
einschuechtern,133,4274
Insbesondere,133,4275
zahlreichen,133,4276
umzusetzen,133,4277
WHO,133,4278
DB,133,4279
Spannend,133,4280
London,133,4281
sah,133,4282
Siemens,133,4283
Steuergeldern,133,4284
Koepfe,133,4285
Parteispenden,133,4286
verlaesst,133,4287
Peinlich,133,4288
Unfug,133,4289
Gender,133,4290
legitim,133,4291
Firma,133,4292
Gemeinden,133,4293
Vorurteile,133,4294
Paul,133,4295
Weber,133,4296
Washington,133,4297
begruenden,133,4298
Populisten,133,4299
steigende,133,4300
Gift,133,4301
Fahrrad,133,4302
Problems,133,4303
Hey,133,4304
begann,133,4305
lebendige,133,4306
enderungen,133,4307
which,133,4308
Sozialwohnungen,133,4309
Armin,132,4310
L,132,4311
unglaubwuerdig,132,4312
Betrug,132,4313
teure,132,4314
Jusos,132,4315
Daimler,132,4316
Aussetzung,132,4317
Leidenschaft,132,4318
Charakter,132,4319
antisemitischen,132,4320
wohin,132,4321
Verkehrsministerium,132,4322
Besteuerung,132,4323
Wohnungsnot,132,4324
Toller,132,4325
Mitarbeitern,132,4326
Verspaetung,132,4327
mutige,132,4328
Fachgespraech,132,4329
too,132,4330
Startup,132,4331
TeamRoettgen,132,4332
aufgehoben,131,4333
Professor,131,4334
Vermieter,131,4335
beweist,131,4336
korrigieren,131,4337
brennt,131,4338
glaubwuerdig,131,4339
Finanzen,131,4340
stammt,131,4341
SUV,131,4342
gerechte,131,4343
verzichtet,131,4344
richtet,131,4345
Karneval,131,4346
wartet,131,4347
Obergrenze,131,4348
machte,131,4349
dritten,131,4350
sieben,131,4351
news,131,4352
brauche,131,4353
erforderlich,131,4354
Congrats,131,4355
Soldatinnen,131,4356
Verlaub,131,4357
extra,131,4358
erinnere,131,4359
schief,131,4360
Polizeigewalt,131,4361
unterschrieben,131,4362
Mieterinnen,131,4363
VfB,131,4364
Klimaschutzgesetz,130,4365
Waren,130,4366
Advent,130,4367
offener,130,4368
verbinden,130,4369
Verharmlosung,130,4370
kurzem,130,4371
legal,130,4372
warnen,130,4373
wirst,130,4374
abzuschaffen,130,4375
solches,130,4376
Kontrollen,130,4377
halb,130,4378
Wagenknecht,130,4379
europaeisch,130,4380
lachen,130,4381
jederzeit,130,4382
hinweg,130,4383
erfordert,130,4384
Damals,130,4385
gutem,130,4386
Jahrestag,130,4387
nuetzt,130,4388
Eis,130,4389
Vogel,130,4390
Lesung,130,4391
soziales,130,4392
Zulassung,130,4393
made,130,4394
Baeume,130,4395
Ostdeutschland,130,4396
automatisch,130,4397
Demokratien,130,4398
attackiert,129,4399
32,129,4400
Band,129,4401
Sicherung,129,4402
soeben,129,4403
Stasi,129,4404
Anschluss,129,4405
Flagge,129,4406
Tourismus,129,4407
Ausstattung,129,4408
liess,129,4409
Rechtssicherheit,129,4410
Ausmass,129,4411
Neubau,129,4412
bloed,129,4413
Woher,129,4414
Bahnhof,129,4415
produzieren,129,4416
Arzt,129,4417
Trolle,129,4418
Gewaltenteilung,129,4419
niedrig,129,4420
Bundesliga,129,4421
Sozialen,129,4422
ausgeht,129,4423
NoGroKo,129,4424
Thanks,129,4425
angeht,128,4426
friedlichen,128,4427
verursacht,128,4428
Stellung,128,4429
Klimastreik,128,4430
Bevor,128,4431
Gebot,128,4432
verhandeln,128,4433
Gaesten,128,4434
historische,128,4435
FC,128,4436
korrigiert,128,4437
euer,128,4438
Traum,128,4439
Lobby,128,4440
Sexismus,128,4441
Fusion,128,4442
Erfolge,128,4443
Ruhrgebiet,128,4444
Juedinnen,128,4445
jene,127,4446
Ausgangssperren,127,4447
Exekutive,127,4448
beobachtet,127,4449
Rechnung,127,4450
Umverteilung,127,4451
Ludwig,127,4452
Zwang,127,4453
gefeiert,127,4454
forderte,127,4455
Million,127,4456
drehen,127,4457
bekennen,127,4458
Fischer,127,4459
jemals,127,4460
eingehalten,127,4461
Bruch,127,4462
gebrochen,127,4463
Verstoss,127,4464
J,127,4465
deckt,127,4466
konservativ,127,4467
waer,127,4468
relativ,127,4469
Nationalsozialismus,127,4470
gleichermassen,127,4471
kurzfristig,127,4472
Wobei,127,4473
Oekonomen,127,4474
inhaltliche,127,4475
Angebote,127,4476
Mission,126,4477
Feiertag,126,4478
COVID19de,126,4479
entschuldigt,126,4480
bewiesen,126,4481
Generaldebatte,126,4482
getoetet,126,4483
bestimmte,126,4484
Ratspraesidentschaft,126,4485
medizinische,126,4486
Rathaus,126,4487
uebrigen,126,4488
Pro,126,4489
Spitzenkandidaten,126,4490
Orb,126,4491
besuchen,126,4492
Liberalismus,126,4493
Kompliment,126,4494
einseitig,126,4495
Posten,126,4496
abhaengig,126,4497
gefaehrliche,126,4498
kleines,126,4499
leer,126,4500
gesetzlichen,126,4501
verwechseln,126,4502
konzentrieren,126,4503
Krass,126,4504
Bayer,126,4505
Grenzkontrollen,125,4506
Statistik,125,4507
Auftakt,125,4508
Pressemitteilung,125,4509
Regieren,125,4510
komplette,125,4511
Barley,125,4512
Wiederwahl,125,4513
richten,125,4514
verteilen,125,4515
Status,125,4516
Klein,125,4517
taz,125,4518
Framing,125,4519
Muell,125,4520
teilnehmen,125,4521
verrueckt,125,4522
schwach,125,4523
AfDwaehlen,125,4524
Community,125,4525
Antraegen,125,4526
Mails,125,4527
Gentechnik,125,4528
Sommerpause,125,4529
Zeitalter,125,4530
want,125,4531
country,125,4532
had,125,4533
zw,125,4534
Yeah,125,4535
AltenburgerLand,125,4536
Klimaner,125,4537
Cool,125,4538
gemeldet,124,4539
seitens,124,4540
besetzt,124,4541
Gefaehrder,124,4542
Neuinfektionen,124,4543
Dortmund,124,4544
normalen,124,4545
vermissen,124,4546
blicken,124,4547
Ausstoss,124,4548
years,124,4549
Geschaeftsordnung,124,4550
gelingen,124,4551
Beteiligten,124,4552
russischen,124,4553
Kuenstler,124,4554
bewahren,124,4555
ueberraschend,124,4556
sicherer,124,4557
griechischen,124,4558
beurteilen,124,4559
34,124,4560
JU,124,4561
Nuesslein,124,4562
erledigt,124,4563
Feierabend,124,4564
Nachmittag,124,4565
klugen,124,4566
hilfreich,124,4567
et,124,4568
jetztvoran,124,4569
danken,123,4570
Verletzten,123,4571
Geisel,123,4572
DGB,123,4573
Hersteller,123,4574
Geist,123,4575
Gab,123,4576
Altersvorsorge,123,4577
Vize,123,4578
direkte,123,4579
Verbrenner,123,4580
Tun,123,4581
Maduro,123,4582
Sag,123,4583
Nase,123,4584
Gottes,123,4585
Katja,123,4586
Deckel,123,4587
Unabhaengig,123,4588
Neuer,123,4589
Auswahl,123,4590
bewerten,123,4591
Nummer,123,4592
How,123,4593
WK193,123,4594
Niederrhein,123,4595
Freiheitsrechte,122,4596
getestet,122,4597
illegalen,122,4598
42,122,4599
entsprechende,122,4600
Anschlaege,122,4601
Allianz,122,4602
Automobilindustrie,122,4603
modernen,122,4604
Ausgerechnet,122,4605
Werk,122,4606
Lifeline,122,4607
Bereichen,122,4608
befragt,122,4609
Israels,122,4610
Vermittlungsausschuss,122,4611
wissenschaftliche,122,4612
Schuelern,122,4613
stoert,122,4614
irren,122,4615
konstruktiv,122,4616
Effekt,122,4617
Interessante,122,4618
regelt,122,4619
anbieten,122,4620
Update,122,4621
Militaer,122,4622
Foederalismus,122,4623
Kuenast,122,4624
vielfaeltige,122,4625
again,122,4626
Drohnen,122,4627
Strukturwandel,122,4628
Hufeld,122,4629
oekologischen,122,4630
Willich,122,4631
No2Hate,122,4632
derer,121,4633
Milliarde,121,4634
hinnehmen,121,4635
spueren,121,4636
Bargeld,121,4637
unwuerdig,121,4638
Fuss,121,4639
Methoden,121,4640
zynisch,121,4641
faengt,121,4642
800,121,4643
Stadtrat,121,4644
beschrieben,121,4645
lasst,121,4646
Vermutlich,121,4647
Fabio,121,4648
Ah,121,4649
Ressourcen,121,4650
vorhanden,121,4651
01,121,4652
ablenken,121,4653
Pankow,121,4654
Management,121,4655
Inhalten,121,4656
Abzug,121,4657
Wertschaetzung,121,4658
Ernsthaft,121,4659
deinen,121,4660
Oel,121,4661
government,121,4662
schnellstmoeglich,121,4663
how,121,4664
Erneuerbaren,121,4665
Fonds,121,4666
LegalizeIt,121,4667
Nutzen,120,4668
dar,120,4669
Briten,120,4670
Landtagswahlen,120,4671
bemerkenswert,120,4672
Mahnung,120,4673
verlangen,120,4674
Oeffnung,120,4675
stirbt,120,4676
verweigern,120,4677
schickt,120,4678
woher,120,4679
genauer,120,4680
verschiedenen,120,4681
JA,120,4682
enden,120,4683
versuche,120,4684
absehbar,120,4685
Bloedsinn,120,4686
Anwalt,120,4687
Quellen,120,4688
Gruendung,120,4689
Pegida,120,4690
Verordnung,120,4691
Auswaertigen,120,4692
argumentiert,120,4693
wesentlich,120,4694
verhaeltnismaessig,120,4695
Reduzierung,120,4696
noetige,120,4697
acht,120,4698
DFB,120,4699
Bezahlung,120,4700
Anleihen,120,4701
einschalten,119,4702
Fortsetzung,119,4703
Reisen,119,4704
Anmeldung,119,4705
Demonstrationen,119,4706
vertritt,119,4707
Beschaeftigung,119,4708
rueckgaengig,119,4709
Reduktion,119,4710
laufenden,119,4711
verlaengern,119,4712
Anstatt,119,4713
Landesgruppe,119,4714
03,119,4715
Talk,119,4716
Limit,119,4717
ler,119,4718
Praesidium,119,4719
irgendwelche,119,4720
Autor,119,4721
Humanitaet,119,4722
Ursache,119,4723
Investoren,119,4724
change,119,4725
Rechtsaussen,119,4726
dbdk20,119,4727
My,119,4728
verstaerkt,118,4729
Straftat,118,4730
DAX,118,4731
einhalten,118,4732
akzeptiert,118,4733
gezwungen,118,4734
Mainstream,118,4735
Joerg,118,4736
Gemeinde,118,4737
fuerchten,118,4738
normale,118,4739
Dieter,118,4740
muslimischen,118,4741
genehmigt,118,4742
verdanken,118,4743
c,118,4744
Beleidigungen,118,4745
verstoesst,118,4746
Schreiben,118,4747
FUeR,118,4748
Eher,118,4749
Parlamentarischen,118,4750
Kongress,118,4751
Symbol,118,4752
Aschermittwoch,118,4753
verkuendet,118,4754
Phase,118,4755
Drosten,118,4756
Spitzenkandidat,118,4757
If,118,4758
Brasilien,118,4759
Freut,118,4760
Profite,118,4761
zuruecktreten,117,4762
Pfalz,117,4763
Hunger,117,4764
arm,117,4765
einst,117,4766
Roettgen,117,4767
37,117,4768
Welch,117,4769
Naturschutz,117,4770
Sarrazin,117,4771
erbaermlich,117,4772
Nation,117,4773
Verstand,117,4774
Behauptungen,117,4775
leichter,117,4776
Diaeten,117,4777
Infektionszahlen,117,4778
diskriminiert,117,4779
testen,117,4780
Baum,117,4781
Verlierer,117,4782
Welcher,117,4783
Keiner,117,4784
fit,117,4785
Tatsaechlich,117,4786
Lernen,117,4787
enthalten,117,4788
Lohn,117,4789
INF,117,4790
Empathie,117,4791
weitgehend,116,4792
ergibt,116,4793
tiefer,116,4794
holt,116,4795
gepraegt,116,4796
Islamisierung,116,4797
future,116,4798
engagierten,116,4799
Verkehrspolitik,116,4800
erger,116,4801
bunt,116,4802
Spaetestens,116,4803
konsequente,116,4804
junger,116,4805
Minute,116,4806
Katrin,116,4807
vollen,116,4808
Affaere,116,4809
Volles,116,4810
draengt,116,4811
befassen,116,4812
anderswo,116,4813
dritte,116,4814
Definition,116,4815
Massstab,116,4816
messen,116,4817
Segen,116,4818
Krankheit,116,4819
Kapital,116,4820
gekauft,116,4821
Idlib,116,4822
kandidieren,116,4823
Starkes,116,4824
For,116,4825
verbindet,116,4826
nett,116,4827
Geschenk,116,4828
Luxemburg,116,4829
don,116,4830
Welches,116,4831
Apple,116,4832
oeffentliches,116,4833
must,116,4834
take,116,4835
Merkelland2018,116,4836
Atomkraft,115,4837
sofortige,115,4838
Schnee,115,4839
Rhetorik,115,4840
duerften,115,4841
einstellen,115,4842
aufzunehmen,115,4843
linksextremen,115,4844
Teilnahme,115,4845
Unabhaengigkeit,115,4846
BIP,115,4847
Kreisverband,115,4848
Wem,115,4849
bayerischen,115,4850
Amtszeit,115,4851
noetigen,115,4852
Juergen,115,4853
franzoesischen,115,4854
G7,115,4855
konstruktive,115,4856
Typisch,115,4857
unterscheiden,115,4858
Maischberger,115,4859
Aserbaidschan,115,4860
Saal,115,4861
Globalisierung,115,4862
Unbedingt,115,4863
Listen,115,4864
Steuereinnahmen,115,4865
Kinderrechte,115,4866
Ueberblick,115,4867
Bundestagsabgeordnete,115,4868
historischen,115,4869
Strecke,115,4870
Orientierung,115,4871
Querdenker,115,4872
Variante,115,4873
Bueros,115,4874
Untersuchung,115,4875
Brandt,115,4876
Sprechstunde,115,4877
some,115,4878
transatlantischen,115,4879
Schwarze,114,4880
Autofahrer,114,4881
Ehe,114,4882
belohnt,114,4883
Gebaeude,114,4884
Legislatur,114,4885
Mob,114,4886
Tafeln,114,4887
Augsburg,114,4888
Wille,114,4889
Duerre,114,4890
Derzeit,114,4891
einsetzt,114,4892
Wurde,114,4893
Klarstellung,114,4894
berechtigt,114,4895
erneute,114,4896
Bundesamt,114,4897
Garten,114,4898
gezielte,114,4899
wohnen,114,4900
Coronabonds,114,4901
zuhoeren,114,4902
erfuellen,114,4903
einziger,114,4904
Nord,114,4905
Hashtag,114,4906
Hitler,114,4907
dauern,114,4908
schlechtes,114,4909
aushalten,114,4910
Deinen,114,4911
nachher,114,4912
draengen,113,4913
breit,113,4914
ueberfordert,113,4915
Internationale,113,4916
Funktion,113,4917
vielmehr,113,4918
Verteidigungsministerin,113,4919
Ausbeutung,113,4920
Kommen,113,4921
definiert,113,4922
dreist,113,4923
Tagesschau,113,4924
Buecher,113,4925
dein,113,4926
Alkohol,113,4927
Strache,113,4928
geregelt,113,4929
steigenden,113,4930
Homepage,113,4931
zugelassen,113,4932
Illner,113,4933
Rezo,113,4934
Verhaeltnismaessigkeit,113,4935
ausfuehrlich,113,4936
gegeneinander,113,4937
kluger,113,4938
Offensive,113,4939
1990,113,4940
int,113,4941
Check,113,4942
Industriepolitik,113,4943
Moskau,112,4944
schliesse,112,4945
antisemitische,112,4946
Z,112,4947
meldet,112,4948
benoetigt,112,4949
Nachfolger,112,4950
Stich,112,4951
Georg,112,4952
teil,112,4953
erlauben,112,4954
120,112,4955
bitten,112,4956
gezahlt,112,4957
geeignet,112,4958
Ueberall,112,4959
Eines,112,4960
Obama,112,4961
Handy,112,4962
vereinbar,112,4963
ideologisch,112,4964
Grossteil,112,4965
Wichtiger,112,4966
wirbt,112,4967
Konflikte,112,4968
Minderheit,112,4969
Hm,112,4970
There,112,4971
okay,112,4972
Japan,112,4973
Clubhouse,112,4974
Waehlerinnen,112,4975
Fracking,112,4976
Abgasskandal,112,4977
Hofreiter,111,4978
Ebenso,111,4979
Inflation,111,4980
einstimmig,111,4981
Hoechste,111,4982
2005,111,4983
Selbstverstaendlichkeit,111,4984
dicht,111,4985
Zuege,111,4986
Migrationspolitik,111,4987
ausgegeben,111,4988
cdupt19,111,4989
St,111,4990
freier,111,4991
thematisiert,111,4992
Juncker,111,4993
verdammt,111,4994
gebeten,111,4995
Bautzen,111,4996
Ruf,111,4997
unterschiedlich,111,4998
ESM,111,4999
un,111,5000
kalt,111,5001
Niederlage,111,5002
38,111,5003
Kapitel,111,5004
verlaengert,111,5005
oeffentlicher,111,5006
Einzelnen,111,5007
billig,111,5008
inklusive,111,5009
Abstimmungen,111,5010
Europaparlament,111,5011
Finanzministerium,111,5012
Huawei,111,5013
Klausur,111,5014
Yes,111,5015
Patente,111,5016
insb,111,5017
FFP2,110,5018
Bundesbank,110,5019
COVID2019,110,5020
democracy,110,5021
Ankara,110,5022
fliegt,110,5023
Niederlande,110,5024
vonderLeyen,110,5025
Rechtsstaats,110,5026
ueberwiegend,110,5027
Ueberpruefung,110,5028
Offensichtlich,110,5029
Berg,110,5030
abgesehen,110,5031
zustaendigen,110,5032
standen,110,5033
Farbe,110,5034
behandeln,110,5035
gewollt,110,5036
anhoeren,110,5037
Bruecken,110,5038
02,110,5039
Kanada,110,5040
spenden,110,5041
stabil,110,5042
abgeschlossen,110,5043
Alte,110,5044
vorsichtig,110,5045
05,110,5046
Videokonferenz,110,5047
Sanders,110,5048
linkebpt,110,5049
Agrarpolitik,110,5050
Feiertage,109,5051
zugunsten,109,5052
Fenster,109,5053
cdupt21,109,5054
Staatsversagen,109,5055
gering,109,5056
Haftung,109,5057
Angaben,109,5058
Muehe,109,5059
Konrad,109,5060
GretaThunberg,109,5061
Trauer,109,5062
Rand,109,5063
verraten,109,5064
jetzigen,109,5065
national,109,5066
schau,109,5067
sexuelle,109,5068
Spitzenkandidatin,109,5069
dokumentiert,109,5070
Newsletter,109,5071
Wieviele,109,5072
Planeten,109,5073
Koalitionen,109,5074
Eingriff,109,5075
gespielt,109,5076
solle,109,5077
historisch,109,5078
Suche,109,5079
Kaempfer,109,5080
Erwachsene,109,5081
stattfindet,109,5082
Impfdosen,109,5083
Zuhause,109,5084
LKA,109,5085
Freihandel,109,5086
Erstmal,109,5087
Stillstand,109,5088
umfaller,109,5089
Nationalisten,109,5090
Partnerschaft,109,5091
BTW21,108,5092
linksextreme,108,5093
Urteile,108,5094
unverzueglich,108,5095
Impfpflicht,108,5096
Bernd,108,5097
Krisenmanagement,108,5098
Bundeskanzler,108,5099
derart,108,5100
2012,108,5101
1989,108,5102
oekonomische,108,5103
Enteignungen,108,5104
Sozialisten,108,5105
Institut,108,5106
Fluechtling,108,5107
Habt,108,5108
Blut,108,5109
Morde,108,5110
Helfer,108,5111
lobt,108,5112
wahrlich,108,5113
LtwBayern,108,5114
oekonomischen,108,5115
Hafen,108,5116
Asylstreit,108,5117
aufzuklaeren,108,5118
DSGVO,108,5119
radikal,108,5120
gucken,108,5121
hoher,108,5122
Geheimdienst,108,5123
Einsicht,108,5124
unterschreiben,108,5125
ergreifen,108,5126
Vereinigung,108,5127
Laune,108,5128
ehm,108,5129
Kalbitz,108,5130
Profit,108,5131
Clubs,108,5132
begruesst,108,5133
Etwa,108,5134
Landkreis,108,5135
ix,108,5136
Weiterbildung,108,5137
99,107,5138
langfristige,107,5139
rechtfertigt,107,5140
neutral,107,5141
Vorhaben,107,5142
verfehlt,107,5143
Laendle,107,5144
veroeffentlichen,107,5145
Linksextreme,107,5146
gewusst,107,5147
Congratulations,107,5148
Wettbewerbsfaehigkeit,107,5149
Heuchler,107,5150
wirkliche,107,5151
konfrontiert,107,5152
Helden,107,5153
Aktionen,107,5154
besitzen,107,5155
Wut,107,5156
vorgesehen,107,5157
christlichen,107,5158
massiver,107,5159
befreit,107,5160
Abschied,107,5161
beschreibt,107,5162
Chinas,107,5163
argumentieren,107,5164
Brandenburger,107,5165
enge,107,5166
erfolgt,107,5167
Plaetze,107,5168
Substanz,107,5169
facto,107,5170
Ereignisse,107,5171
Planung,107,5172
Anderen,107,5173
Naechstes,107,5174
Falle,107,5175
GRUeN,107,5176
end,107,5177
zumal,107,5178
Wahlkreise,107,5179
progressive,107,5180
lasttweet,107,5181
Pestizide,107,5182
bpt21,107,5183
Hygiene,106,5184
Steuererhoehungen,106,5185
130,106,5186
Dame,106,5187
Schicksal,106,5188
Haerte,106,5189
gewaehlte,106,5190
roten,106,5191
autoritaeren,106,5192
buergerlich,106,5193
unnoetig,106,5194
Syrer,106,5195
Sozial,106,5196
staatlicher,106,5197
somit,106,5198
btw21,106,5199
negativ,106,5200
Konservativen,106,5201
Accounts,106,5202
Josef,106,5203
traurige,106,5204
Beleidigung,106,5205
kriminelle,106,5206
Manager,106,5207
Einstellung,106,5208
Assange,106,5209
other,106,5210
besprochen,106,5211
einziges,106,5212
Einrichtungen,106,5213
Unterlagen,106,5214
gestartet,106,5215
nachvollziehen,106,5216
Haushalte,106,5217
Partnern,106,5218
Belgien,106,5219
Assad,106,5220
Truppen,106,5221
Arbeitsplatz,106,5222
Konsum,106,5223
Oekonomie,106,5224
innovative,106,5225
APAS,106,5226
taetig,105,5227
bayerische,105,5228
Erwartungen,105,5229
Parlamentarismus,105,5230
befuerchten,105,5231
Schlepper,105,5232
Seehofers,105,5233
Birthday,105,5234
Laufen,105,5235
LINKEN,105,5236
Lobbyisten,105,5237
Mr,105,5238
Bescheid,105,5239
riesig,105,5240
Vier,105,5241
Einzelfaelle,105,5242
planen,105,5243
Punkten,105,5244
Empfang,105,5245
Hamas,105,5246
bereitet,105,5247
kurzer,105,5248
benannt,105,5249
Nehmen,105,5250
dasselbe,105,5251
Abgrenzung,105,5252
verhalten,105,5253
antwortet,105,5254
Sozialdemokratie,105,5255
Pariser,105,5256
Schluessel,105,5257
Gemeinnuetzigkeit,105,5258
deutlicher,105,5259
beruecksichtigt,105,5260
Formulierung,105,5261
Handelsblatt,105,5262
enttaeuscht,105,5263
Welcome,105,5264
FrancoA,105,5265
schwarzerFilz,105,5266
vielzutun,105,5267
brutal,104,5268
Experte,104,5269
SachsenAnhalt,104,5270
Verfassungsschutzes,104,5271
Wirtschafts,104,5272
Neukoelln,104,5273
Widerspruchsloesung,104,5274
Entlassung,104,5275
Elektromobilitaet,104,5276
Lied,104,5277
ltwth19,104,5278
RAF,104,5279
GB,104,5280
Kriminelle,104,5281
gluecklich,104,5282
Pass,104,5283
Rande,104,5284
strafbar,104,5285
Mindestens,104,5286
Original,104,5287
billiger,104,5288
Schliessung,104,5289
Mitgliedschaft,104,5290
Anwendung,104,5291
lebe,104,5292
schaemen,104,5293
rote,104,5294
entstanden,104,5295
Trend,104,5296
Homo,104,5297
Grundsatz,104,5298
trauen,104,5299
w,104,5300
Kleinen,104,5301
erklaere,104,5302
Cum,104,5303
Energiepolitik,104,5304
Moral,104,5305
Warten,104,5306
Dosen,104,5307
verhaftet,104,5308
frueheren,104,5309
arbeite,104,5310
annewill,104,5311
today,104,5312
Sueden,104,5313
Beleg,104,5314
locker,104,5315
schnelles,104,5316
internationaler,104,5317
many,104,5318
mancher,104,5319
ausbauen,104,5320
why,104,5321
True,104,5322
KfW,104,5323
Ruestung,104,5324
BGE,104,5325
1Mai,103,5326
prueft,103,5327
Zuversicht,103,5328
Feind,103,5329
ganzes,103,5330
Planwirtschaft,103,5331
Krisenzeiten,103,5332
gegenseitig,103,5333
Empfehlungen,103,5334
Ausbreitung,103,5335
nationaler,103,5336
